ID,Name,Concepticon_ID,Concepticon_Gloss
1_2plsubjectprefix2pl,2pl subject prefix (2PL),1213,YOU
2_ediblepossessiveclassifierpossed,edible possessive classifier (POSS.ED),,
3_transitivesuffixtr,transitive suffix (TR),,
4_treewoodfirewoodstick,"tree; wood, firewood, stick",2141,TREE OR WOOD
5_baseofatreetreetrunk,base of a tree; tree trunk,344,TREE TRUNK
6_leafofatree,leaf of a tree,628,LEAF
7_fruitofatree,fruit of a tree,1507,FRUIT
8_branchofatree,branch of a tree,1531,BRANCH
9_seedofatree,seed of a tree,714,SEED
10_rootofatree,root of a tree,670,ROOT
11_barkofatree,bark of a tree,1204,BARK
12_pieceofwood,piece of wood,1803,WOOD
13_childrenplural,children (plural),2099,CHILD
14_canoe,canoe,1970,CANOE
15_dry,dry,1398,DRY
16_thoroughlycompletely,"thoroughly, completely",,
17_wormearthworm,"worm, earthworm",1219,WORM
18_suckeregofabananaplant,"sucker (e.g., of a banana plant)",546,SUCKER
19_topicmarkertop,topic marker (TOP),,
20_four4countinginfoursusedasanadnominalnumeral,four (4) (counting in fours; used as an adnominal numeral),1500,FOUR
21_twenty20,twenty (20),1710,TWENTY
22_twohundred200,two hundred (200),2676,TWO HUNDRED
23_hundredonehundred100,"hundred, one hundred (100)",1634,HUNDRED
24_forty40,forty (40),1716,FORTY
25_fifty50,fifty (50),1717,FIFTY
26_ten10,ten (10),1515,TEN
27_legfoot,"leg, foot",2098,FOOT OR LEG
28_foot,foot,1301,FOOT
29_ashasheswhiteash,"ash, ashes (white ash)",646,ASH
30_tosit,to sit,1416,SIT
31_chair,chair,1476,CHAIR
32_drumtypehanddrumtpkundu,drum type (hand drum; TP: kundu),908,DRUM
33_tocome,to come,1446,COME
34_wrongcrazydrunken,"wrong, crazy, drunken",1899,MAD
35_round,round,1395,ROUND
36_mansmothersbrotherunclemanssisterssonnephewtpkandere,"man’s mother’s brother (uncle), man’s sister’s son (nephew) (TP: kandere)",2692,MATERNAL UNCLE (MOTHER'S BROTHER)
37_1sgsubjectprefix1sg,1sg subject prefix (1SG),1209,I
38_girl,girl,1646,GIRL
39_shoulder,shoulder,1482,SHOULDER
40_skirtgrassskirtforwomen,"skirt, grass skirt for women",1600,SKIRT
41_paintusedforteethblackening,paint used for teeth blackening,,
42_tallgingertpgorgor,tall ginger (TP: gorgor),,
43_bottombelow,bottom; below,690,BOTTOM
44_husband,husband,1200,HUSBAND
45_name,name,1405,NAME
46_otheranotherone,"other, another; one",197,OTHER
